pro_com,comune,zona,data_inizio,data_fine,id_ordinanza,nro_ordinanza,data_ordinanza,PDF,nro_pgg,link_ordinanza,note
87022,Maletto,rossa,2021-05-22,2021-06-03,59-20052021,59,2021-05-20,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2059%20del%2020%20maggio%202021.pdf,
85015,Riesi,rossa,2021-05-27,2021-06-03,61-25052021,61,2021-05-25,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2061%20del%2025-05-2021(firmato).pdf,
83089,Santa Teresa di Riva,rossa,2021-05-25,2021-05-25,61-25052021,61,2021-05-25,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2061%20del%2025-05-2021(firmato).pdf,
87057,Maniace,rossa,2021-05-25,2021-06-03,61-25052021,61,2021-05-25,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2061%20del%2025-05-2021(firmato).pdf,
87049,Scordia,rossa,2021-05-28,2021-06-03,62-26052021,62,2021-05-26,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-62-26052021.pdf,
86010,Gagliano Castelferrato,rossa,2021-05-26,2021-06-03,62-26052021,62,2021-05-26,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-62-26052021.pdf,
82037,Geraci Siculo,rossa,2021-05-28,2021-06-03,64-27052021,64,2021-05-27,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2063%20del%2027%20maggio%202021.pdf,
82045,Lercara Friddi,rossa,2021-05-28,2021-06-03,64-27052021,64,2021-05-27,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2063%20del%2027%20maggio%202021.pdf,
82063,San Cipirello,rossa,2021-05-26,2021-06-03,64-27052021,64,2021-05-27,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2063%20del%2027%20maggio%202021.pdf,
82078,Vicari,rossa,2021-05-26,2021-06-03,64-27052021,64,2021-05-27,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2063%20del%2027%20maggio%202021.pdf,
84040,Santo Stefano Quisquina,rossa,2021-06-02,2021-06-10,65-31052021,65,2021-05-31,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2065%20del%2031%20maggio%202021.pdf,
85015,Riesi,rossa,2021-05-31,2021-05-31,65-31052021,65,2021-05-31,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2065%20del%2031%20maggio%202021.pdf,
82060,Prizzi,rossa,2021-06-02,2021-06-10,66-01062021,66,2021-06-01,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/ordinanza-66-01062021.pdf,
82045,Lercara Friddi,rossa,2021-06-01,2021-06-01,66-01062021,66,2021-06-01,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/ordinanza-66-01062021.pdf,
82037,Geraci Siculo,rossa,2021-06-01,2021-06-10,66-01062021,66,2021-06-01,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/ordinanza-66-01062021.pdf,
87049,Scordia,rossa,2021-06-01,2021-06-10,66-01062021,66,2021-06-01,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/ordinanza-66-01062021.pdf,
86002,Aidone,rossa,2021-06-11,2021-06-17,67-09062021,67,2021-06-09,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%2067del%209%20giugno%202021.pdf,
89010,Francofonte,rossa,2021-06-11,2021-06-17,67-09062021,67,2021-06-09,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%2067del%209%20giugno%202021.pdf,
82076,Valledolmo,rossa,2021-06-11,2021-06-17,67-09062021,67,2021-06-09,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%2067del%209%20giugno%202021.pdf,
82060,Prizzi,rossa,2021-06-11,2021-06-17,67-09062021,67,2021-06-09,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%2067del%209%20giugno%202021.pdf,
82041,Gratteri,rossa,2021-06-12,2021-06-17,68-10062021,68,2021-06-10,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza68%20del%2010%20giugno%202021.pdf,
85017,Santa Caterina Villarmosa,rossa,2021-06-15,2021-06-24,69-13062021,69,2021-06-13,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%2069%20del%2013%20giugno%202021(firmato).pdf,
86018,Troina,rossa,2021-06-19,2021-06-24,70-17062021,70,2021-06-17,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%2070%20del%2017%20giugno%202021(firmato).pdf,
86019,Valguarnera Caropepe,rossa,2021-06-19,2021-06-24,70-17062021,70,2021-06-17,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%2070%20del%2017%20giugno%202021(firmato).pdf,
86002,Aidone,rossa,2021-06-17,2021-06-24,70-17062021,70,2021-06-17,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%2070%20del%2017%20giugno%202021(firmato).pdf,
85017,Santa Caterina Villarmosa,rossa,2021-06-24,2021-07-01,72-24062021,72,2021-06-24,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%2072%20del%2024%20giugno%202021.pdf,
86019,Valguarnera Caropepe,rossa,2021-06-24,2021-07-01,72-24062021,72,2021-06-24,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%2072%20del%2024%20giugno%202021.pdf,
85017,Santa Caterina Villarmosa,rossa,2021-06-24,2021-06-30,73-30062021,73,2021-06-30,Testo,6,http://www.comune.alia.pa.it/images/ALLEGATI_ARTICOLI/Copia_DocPrincipale_Ordinanza_73_del_30_GIUGNO_2021firmato.pdf,
86019,Valguarnera Caropepe,rossa,2021-06-24,2021-06-30,73-30062021,73,2021-06-30,Testo,6,http://www.comune.alia.pa.it/images/ALLEGATI_ARTICOLI/Copia_DocPrincipale_Ordinanza_73_del_30_GIUGNO_2021firmato.pdf,
85009,Mazzarino,rossa,2021-07-03,2021-07-14,74-01072021,74,2021-07-01,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-07/ordinanza%20n.74.pdf,
86014,Piazza Armerina,rossa,2021-07-14,2021-07-21,76-12072021,76,2021-07-12,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-07/re340.pdf,
85015,Riesi,rossa,2021-07-16,2021-07-21,77-14072021,77,2021-07-14,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-07/Ordinanza%2077%20del%2014%20luglio%202021.pdf,
85009,Mazzarino,rossa,2021-07-14,2021-07-21,77-14072021,77,2021-07-14,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-07/Ordinanza%2077%20del%2014%20luglio%202021.pdf,
85007,Gela,rossa,2021-07-18,2021-07-23,78-16072021,78,2021-07-16,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-07/re342.pdf,
84007,Caltabellotta,rossa,2021-07-22,2021-07-29,79-20072021,79,2021-07-20,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-07/Ordinanza%2079%20del%2020%20luglio%202021_0.pdf,https://www.regione.sicilia.it/sites/default/files/2021-07/Ordinanza%20contigibile%20e%20urgente%20n.%2082%20del%2024%20luglio%202021.pdf
84017,Favara,rossa,2021-07-22,2021-07-29,79-20072021,79,2021-07-20,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-07/Ordinanza%2079%20del%2020%20luglio%202021_0.pdf,https://www.regione.sicilia.it/sites/default/files/2021-07/Ordinanza%20contigibile%20e%20urgente%20n.%2082%20del%2024%20luglio%202021.pdf
85009,Mazzarino,rossa,2021-07-21,2021-07-29,80-21072021,80,2021-07-21,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-07/Ordinanza%2080%28firmato%29.pdf,https://www.regione.sicilia.it/sites/default/files/2021-07/Ordinanza%20contigibile%20e%20urgente%20n.%2082%20del%2024%20luglio%202021.pdf
86014,Piazza Armerina,rossa,2021-07-21,2021-07-29,80-21072021,80,2021-07-21,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-07/Ordinanza%2080%28firmato%29.pdf,
85015,Riesi,rossa,2021-07-21,2021-07-29,80-21072021,80,2021-07-21,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-07/Ordinanza%2080%28firmato%29.pdf,https://www.regione.sicilia.it/sites/default/files/2021-07/Ordinanza%20contigibile%20e%20urgente%20n.%2082%20del%2024%20luglio%202021.pdf
85007,Gela,rossa,2021-07-23,2021-07-29,81-23072021,81,2021-07-23,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-07/re346.pdf,https://www.regione.sicilia.it/sites/default/files/2021-07/Ordinanza%20contigibile%20e%20urgente%20n.%2082%20del%2024%20luglio%202021.pdf
84009,Cammarata,rossa,2021-07-23,2021-07-29,81-23072021,81,2021-07-23,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-07/re346.pdf,https://www.regione.sicilia.it/sites/default/files/2021-07/Ordinanza%20contigibile%20e%20urgente%20n.%2082%20del%2024%20luglio%202021.pdf
84036,San Giovanni Gemini,rossa,2021-07-23,2021-07-29,81-23072021,81,2021-07-23,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-07/re346.pdf,https://www.regione.sicilia.it/sites/default/files/2021-07/Ordinanza%20contigibile%20e%20urgente%20n.%2082%20del%2024%20luglio%202021.pdf
86014,Piazza Armerina,rossa,2021-07-23,2021-07-23,81-23072021,81,2021-07-23,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-07/re346.pdf,
86004,Barrafranca,arancione,2021-08-24,2021-09-02,85-22082021,85,2021-08-22,Testo,8,https://www.regione.sicilia.it/sites/default/files/2021-08/Ordinanza%2085%20con%20allegato%20A%28firmato%29.pdf,
85013,Niscemi,arancione,2021-08-24,2021-09-02,85-22082021,85,2021-08-22,Testo,8,https://www.regione.sicilia.it/sites/default/files/2021-08/Ordinanza%2085%20con%20allegato%20A%28firmato%29.pdf,
88003,Comiso,arancione,2021-08-28,2021-09-06,86-26082021,86,2021-08-26,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-08/Ordinanza%2086%20del%2026%20agosto%202021.pdf,
88012,Vittoria,arancione,2021-08-28,2021-09-06,86-26082021,86,2021-08-26,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-08/Ordinanza%2086%20del%2026%20agosto%202021.pdf,
86004,Barrafranca,arancione,2021-09-03,2021-09-09,88-02092021,88,2021-09-02,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2088%20del%2002%20settembre%202021.pdf,
85013,Niscemi,arancione,2021-09-03,2021-09-09,88-02092021,88,2021-09-02,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2088%20del%2002%20settembre%202021.pdf,
89001,Augusta,arancione,2021-09-04,2021-09-14,88-02092021,88,2021-09-02,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2088%20del%2002%20settembre%202021.pdf,
89002,Avola,arancione,2021-09-04,2021-09-14,88-02092021,88,2021-09-02,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2088%20del%2002%20settembre%202021.pdf,
86006,Catenanuova,arancione,2021-09-04,2021-09-14,88-02092021,88,2021-09-02,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2088%20del%2002%20settembre%202021.pdf,
89008,Ferla,arancione,2021-09-04,2021-09-14,88-02092021,88,2021-09-02,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2088%20del%2002%20settembre%202021.pdf,
89010,Francofonte,arancione,2021-09-04,2021-09-14,88-02092021,88,2021-09-02,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2088%20del%2002%20settembre%202021.pdf,
89013,Noto,arancione,2021-09-04,2021-09-14,88-02092021,88,2021-09-02,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2088%20del%2002%20settembre%202021.pdf,
89014,Pachino,arancione,2021-09-04,2021-09-14,88-02092021,88,2021-09-02,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2088%20del%2002%20settembre%202021.pdf,
89020,Portopalo di Capo Passero,arancione,2021-09-04,2021-09-14,88-02092021,88,2021-09-02,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2088%20del%2002%20settembre%202021.pdf,
89016,Rosolini,arancione,2021-09-04,2021-09-14,88-02092021,88,2021-09-02,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2088%20del%2002%20settembre%202021.pdf,
88003,Comiso,arancione,2021-09-06,2021-09-14,89-06092021,89,2021-09-06,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2089%28firmato%29.pdf,
83083,Santa Domenica Vittoria,arancione,2021-09-06,2021-09-14,89-06092021,89,2021-09-06,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2089%28firmato%29.pdf,
85013,Niscemi,arancione,2021-09-09,2021-09-14,90-09092021,90,2021-09-09,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2090%20del%2009.09.2021.pdf,
89010,Francofonte,arancione,2021-09-14,2021-09-21,91-14092021,91,2021-09-14,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2091%28firmato%29.pdf,
89010,Francofonte,arancione,2021-09-21,2021-09-28,92-21092021,92,2021-09-21,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2092%28firmato%29.pdf,
89010,Francofonte,arancione,2021-09-28,2021-10-06,93-28092021,93,2021-09-28,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-09/Ordinanza%2093%28firmato%29.pdf,
89010,Francofonte,arancione,2021-10-06,2021-10-13,94-06102021,94,2021-10-06,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-10/Ordinanza%2094%20del%2006%20ottobre%202021.pdf,
87024,Mascalucia,arancione,2021-10-10,2021-10-20,95-08102021,95,2021-10-08,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-10/Ordinanza%2095.pdf,
87013,Castel di Iudica,arancione,2021-10-31,2021-11-11,96-29102021,96,2021-10-29,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-10/ordinanza%2096.pdf,
82045,Lercara Friddi,arancione,2021-10-31,2021-11-11,96-29102021,96,2021-10-29,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-10/ordinanza%2096.pdf,
87031,Nicolosi,arancione,2021-11-13,2021-11-24,97-11112021,97,2021-11-11,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-11/Ordinanza%2097.pdf,
83040,Limina,arancione,2021-11-14,2021-11-24,98-12112021,98,2021-11-12,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-11/Ord.n.%2098%20del%2012%20novembre%202021.pdf,
83054,Monforte San Giorgio,arancione,2021-11-14,2021-11-24,98-12112021,98,2021-11-12,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-11/Ord.n.%2098%20del%2012%20novembre%202021.pdf,
87034,Pedara,arancione,2021-11-28,2021-12-09,100-26112021,100,2021-11-26,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-11/Ordinanza%20n.%20100%28firmato%29.pdf,
87025,Militello in Val di Catania,arancione,2021-11-28,2021-12-09,100-26112021,100,2021-11-26,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-11/Ordinanza%20n.%20100%28firmato%29.pdf,
87043,San Michele di Ganzaria,arancione,2021-12-12,2021-12-20,102-10122021,102,2021-12-10,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20102.docx%202%28firmato%29.pdf,
83036,Itala,arancione,2021-12-12,2021-12-20,102-10122021,102,2021-12-10,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20102.docx%202%28firmato%29.pdf,
87025,Militello in Val di Catania,arancione,2021-12-10,2021-12-20,102-10122021,102,2021-12-10,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20102.docx%202%28firmato%29.pdf,
84013,Castrofilippo,arancione,2021-12-18,2021-12-27,103-16122021,103,2021-12-16,Testo,5,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20n%C3%82%C2%B0%20103%20del%2016%20dicembre%202021.pdf,
85008,Marianopoli,arancione,2021-12-18,2021-12-27,103-16122021,103,2021-12-16,Testo,5,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20n%C3%82%C2%B0%20103%20del%2016%20dicembre%202021.pdf,
87030,Motta Sant‘Anastasia,arancione,2021-12-18,2021-12-27,103-16122021,103,2021-12-16,Testo,5,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20n%C3%82%C2%B0%20103%20del%2016%20dicembre%202021.pdf,
83094,Scaletta Zanclea,arancione,2021-12-18,2021-12-27,103-16122021,103,2021-12-16,Testo,5,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20n%C3%82%C2%B0%20103%20del%2016%20dicembre%202021.pdf,
83106,Terme Vigliatore,arancione,2021-12-18,2021-12-27,103-16122021,103,2021-12-16,Testo,5,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20n%C3%82%C2%B0%20103%20del%2016%20dicembre%202021.pdf,
85003,Butera,arancione,2021-12-24,2021-12-31,104-22122021,104,2021-12-22,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20104%28firmato%29.pdf,
83005,Barcellona Pozzo di Gotto,arancione,2021-12-24,2021-12-31,104-22122021,104,2021-12-22,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20104%28firmato%29.pdf,
83021,Fiumedinisi,arancione,2021-12-24,2021-12-31,104-22122021,104,2021-12-22,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20104%28firmato%29.pdf,
83035,Gualtieri Sicaminò,arancione,2021-12-24,2021-12-31,104-22122021,104,2021-12-22,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20104%28firmato%29.pdf,
83049,Milazzo,arancione,2021-12-24,2021-12-31,104-22122021,104,2021-12-22,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20104%28firmato%29.pdf,
83077,San Filippo del Mela,arancione,2021-12-24,2021-12-31,104-22122021,104,2021-12-22,Testo,6,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20104%28firmato%29.pdf,
87019,Gravina di Catania,arancione,2021-12-27,2022-01-05,105-24122021,105,2021-12-24,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20105%20del%2024.12.2021.pdf,
85008,Marianopoli,arancione,2021-12-27,2022-01-05,106-27122021,106,2021-12-27,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20106%20del%2027.12.2021.pdf,
83094,Scaletta Zanclea,arancione,2021-12-27,2022-01-05,106-27122021,106,2021-12-27,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20106%20del%2027.12.2021.pdf,
83106,Terme Vigliatore,arancione,2021-12-27,2022-01-05,106-27122021,106,2021-12-27,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-12/Ordinanza%20106%20del%2027.12.2021.pdf,
83011,Caronia,arancione,2021-12-31,2022-01-12,107-30122021,107,2021-12-30,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-12/ordinanza%20n.107.pdf,
84033,Ribera,arancione,2021-12-31,2022-01-12,107-30122021,107,2021-12-30,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-12/ordinanza%20n.107.pdf,
83086,Santa Lucia del Mela,arancione,2021-12-31,2022-01-12,107-30122021,107,2021-12-30,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-12/ordinanza%20n.107.pdf,
83005,Barcellona Pozzo di Gotto,arancione,2021-12-30,2022-01-05,107-30122021,107,2021-12-30,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-12/ordinanza%20n.107.pdf,
83035,Gualtieri Sicaminò,arancione,2021-12-30,2022-01-05,107-30122021,107,2021-12-30,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2021-12/ordinanza%20n.107.pdf,
87019,Gravina di Catania,arancione,2022-01-05,2022-01-12,108-05012022,108,2022-01-05,Immagine,6,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%20108%20del%205%20gennaio%202022.pdf,
86001,Agira,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86002,Aidone,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86003,Assoro,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89001,Augusta,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89002,Avola,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86004,Barrafranca,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86005,Calascibetta,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
85004,Caltanissetta,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
84011,Canicattì,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89005,Canicattini Bagni,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
83008,Capizzi,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89006,Carlentini,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86006,Catenanuova,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86007,Centuripe,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86008,Cerami,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86009,Enna,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89009,Floridia,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89010,Francofonte,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86010,Gagliano Castelferrato,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
85007,Gela,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89011,Lentini,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86011,Leonforte,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89012,Melilli,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86012,Nicosia,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
